Id,SalePrice
1922,138154.0185227411
433,463202.49312676926
460,238313.10894704316
1116,260429.82276257573
1137,173033.18050875288
53,178951.27226857824
2354,254631.95052696788
1475,203420.76778485646
1761,420087.1983301055
842,136548.3884550796
2739,179692.64225960927
2509,149360.04024956984
1007,191774.88012513533
2610,178897.95439167673
1952,81692.33605639328
2719,176389.68965902476
2921,93372.54201416514
1966,132022.81833058022
292,100054.844233455
1204,192658.2422654775
1829,280313.1026786942
2419,183975.710944016
391,158752.19076189696
798,106584.91273787469
481,202949.95044693473
193,190718.20443786334
555,116905.18184051485
899,66034.44272931063
2357,198344.88866714234
328,136992.15459285406
1356,120484.4963170058
1154,104414.25212470673
1730,177018.51816673492
2249,154718.14737523824
1119,281934.6376050888
2856,137456.26775571922
1394,121947.61948009393
2587,107034.91592711088
61,292131.8348220958
2661,182332.42945449628
2711,136427.85987522325
1147,178852.66184359256
757,130851.60559115812
2623,79007.66778071813
2378,148327.87842468134
1413,154972.28636447954
1722,223068.77736638085
1112,217003.46432628974
1623,196779.0624157618
1201,190127.27306962296
1513,113984.70524614613
957,885500.9623042636
1171,257584.53983211625
1145,196381.1207501577
2726,248527.67614155202
703,156727.04798498657
760,82195.1579887897
1964,139930.21334997469
2512,172182.7120093908
159,141530.0118458206
1281,166039.0300103412
468,180369.23058888447
290,122339.93348217165
665,97609.35092140174
1463,254764.260312215
1792,206814.12052109605
923,128339.59160496366
500,248075.53701477294
1408,186265.31005008976
331,80492.57777201774
170,115474.53288686869
2192,99992.58769004908
2571,263098.7217050388
2314,175666.50135182767
2647,95532.49401768293
422,425458.17881332693
2457,339807.50115981203
1838,188914.24918933082
2805,258913.1485917689
1645,172916.40849438997
1711,277745.5142043864
2825,246790.2830733553
322,330368.70598165167
2103,268538.3200184519
342,120815.80841731015
600,126874.54046104693
488,187268.5289548825
1725,272368.91566403885
2246,271509.50066758745
2847,151037.29668533852
806,244339.33868868844
530,224799.23740279637
963,201822.74353109847
2678,88360.76745060716
171,85391.58962994632
2401,408900.8994648856
805,233421.44094399968
2259,231818.57824815388
1748,187286.051212195
1361,141395.00496985682
1677,121287.84315053532
1406,154029.43714596386
2322,242879.9235115987
688,148101.65993371524
143,134642.85401935008
804,207837.9257742953
1214,164528.96672859776
2828,144590.8013006009
1999,181649.8547564638
2467,182971.91667179554
2665,148695.13327091464
1538,360192.78940225166
398,115820.8062794138
2822,138810.67476910222
2157,139406.30609298593
1856,191660.82807200224
1269,86057.94554310713
2570,105933.54313297612
2320,241933.30699601845
1517,142517.7955833199
2304,119354.55878664917
1312,93848.68103578867
2012,129930.53071747157
506,247493.83545313138
2865,195529.74656593474
2367,107491.89259878489
554,87409.17045522975
238,138591.74373210932
1954,120044.35222194888
2488,140070.30625676873
2291,85777.10868817556
1969,92228.39051579562
2725,156894.35815515177
1482,143543.08548921507
2763,198637.95939590115
503,247406.95713014225
1584,261010.48393735941
1531,125330.55470870285
2210,159210.17647935083
459,298752.5380925849
556,129344.21513797806
1347,133620.70718370745
1290,81482.97177436374
1388,97875.43756215207
1571,494747.80717749096
2754,205597.47267613464
765,137420.02879806148
2494,124049.83130511807
2870,228300.6104641418
7,215211.83631033296
1114,244598.25957856694
2418,277143.4014317293
291,117490.7894314291
18,292482.119609331
39,344493.8244783051
1001,230254.04781842369
2442,224850.0054820885
616,113415.12736506459
2680,61043.10632678248
1414,127505.14506059051
289,132475.04470319135
40,243608.45391644415
860,123469.31551124091
409,131794.10604750278
673,155810.90245813853
2427,179528.37959239673
2036,233061.16233247152
2564,132115.01385445255
642,155374.16857786913
1008,181508.6115062365
1908,145911.8957157294
2519,210413.79958724623
1369,98639.73224932721
2855,150909.2162699964
712,99617.41800802467
1943,109137.18473480297
1958,131475.40174029683
107,155645.1890894353
2295,202742.4289393836
704,95020.01667720555
676,126621.32047326006
259,176383.31217115803
93,270308.2778888371
106,246466.26079385294
2315,185053.70144473115
1050,107267.5353881008
1095,221370.8515532293
2709,152080.03355618956
758,145279.54672551644
1496,169191.50131657108
2370,132577.6182706374
2458,283386.9040782052
2733,123817.41733690855
161,258999.3118745348
726,149353.91285387118
845,219466.02513636727
947,248637.71297439773
2232,119378.61179941481
2563,151400.6897946298
2299,137318.27175683092
211,80345.58830503935
605,167972.68618611214
1478,208107.37594234172
2247,271236.4992430586
2274,223967.70249088272
2869,200948.54655626867
967,210042.4242962466
2656,129161.68262419423
667,210842.44710555451
1042,112622.6253366656
2023,136558.22017878585
2447,357159.60144519917
2055,127925.91249716209
2275,301829.1486839484
2204,168010.35172367425
1563,264040.517618408
483,208467.17680592145
796,133361.67703439592
1526,151566.28458007812
2042,135374.90332699803
442,324259.3748234474
1693,287656.72662350506
1468,219661.70424001367
1430,182643.88403808157
2605,121745.31393262207
1529,191827.15115765
335,143120.69175053248
1287,129603.6583566772
31,102371.67256468443
1785,275776.82226808375
82,166715.58347422717
2620,119894.00996332717
252,192935.58819303336
721,64137.97570010026
2165,181169.54033850372
2316,198452.79264252356
775,126862.38643123966
1558,103856.7507471249
17,233266.55190101312
1022,231445.30722070488
925,114679.30115795485
438,271313.56291259604
1270,117122.88797879414
1272,116730.58585388675
215,130661.02635177695
266,237033.41725826252
2402,281002.5774440476
1250,132170.33879409477
1984,128584.38540598912
1279,135019.161514377
377,257473.77008348537
1252,98130.6942534958
2156,265621.71394095366
499,307255.4250442273
1374,128242.43640843715
2898,226601.99430796521
401,112530.75880352678
2721,148425.26494930615
2078,226229.88448346237
2589,129211.1189891414
1946,197362.60805204324
1334,127069.84556229871
2781,235141.34148305122
431,381161.31109248864
576,201338.15274642117
1474,209404.2990780235
2254,141430.7628744997
2155,308745.70370300487
885,91201.7054273832
643,139832.13927265623
1944,128767.51506892018
480,199430.31886671812
2845,92271.09210578696
2387,308440.4878073477
2407,193064.33973449992
2527,183562.98870722306
2514,141298.40265222453
629,142578.0655418347
80,218825.40742011173
1876,142518.14736578707
1546,127085.29805979949
2518,179028.23133927828
2347,168382.5361935723
783,241246.27556973998
1322,55197.21061501671
194,87237.10138727128
1770,281420.5055578049
2143,130407.55855583222
1229,230605.2766260627
511,287518.99005366786
46,212864.10572381818
1348,162481.95070290423
2465,181353.91246095876
387,227325.31811359056
873,225129.35752840995
1918,123843.79619484626
2764,250904.08656925912
2184,133683.74598339287
934,144050.44456364273
1920,131747.01767486613
2631,143978.9895579252
1768,504038.9672942423
2040,118630.8527221407
1749,220112.5155953835
834,250157.43498898722
1457,228528.67021659994
79,118589.24293281391
2302,127335.51036135548
1817,139019.71801677247
2755,245952.58566210745
359,176924.46028804668
2059,111758.72251591287
2092,244847.61501466527
2516,234660.1525202409
150,117060.95502514593
1656,139584.3001816014
83,100198.74741710162
2411,190384.2360799549
795,66063.163267304
2312,228556.35033098634
2917,94701.53762656394
1624,171455.60101582838
2215,273430.31959797774
1211,152807.47657774997
1485,149483.91571074584
1024,183690.6196001689
570,184467.6401223563
2874,139657.22324232306
700,128863.81443115263
2756,208727.10046745272
2022,183602.8302205282
583,245088.25016347843
2392,356864.72646927834
2424,185456.7292852673
212,97375.1970776042
736,127822.20823352716
1610,160715.24132597048
890,133933.18597516287
467,180214.05020299956
578,201234.3551201079
1747,191098.36049937273
1149,158345.73237214412
2758,238438.2359267547
857,139790.44065902723
2219,235926.13115925633
733,107082.12749963024
2909,112368.10978680232
1798,261736.77935366708
235,132718.43331162762
2366,125469.19231339959
1027,130376.78402695918
1195,140811.18095437557
1303,62170.63552218615
148,176742.91273502956
608,159691.58639257035
2515,193063.00745812734
821,282288.37279614963
2500,262728.1094467898
745,109860.33257473086
741,121205.44641071293
1611,100785.79971571735
2532,127986.37592373182
1081,226021.0267573628
1692,379176.13470201317
2520,180901.12908351523
276,101195.63527399709
1992,125073.0063132425
663,57100.616100257525
418,130003.78753229302
1733,178771.03019737545
2359,159116.84838456116
253,193776.44625535226
1518,173075.00572629092
2035,135975.7529562886
2919,84473.29898507839
1540,265688.2091717605
2120,149834.54612018532
1674,173219.8652215076
256,153004.8783603385
2361,98834.15638476642
978,82698.96213908252
2280,142746.00084419383
2095,237583.35919063803
1709,326468.808476834
2801,262912.1841705553
1246,105527.23035445271
2373,108604.12232450598
1055,273456.2032867074
2017,114101.63521329692
1099,264872.6415671557
1344,76398.5677024851
835,188814.82310054117
1117,205588.7084166231
2043,88109.96163801757
2085,127883.81974865719
410,149672.2918944811
2650,116613.24366322083
2867,156325.56441163985
1668,114770.46178412563
1161,158327.56201503967
2122,177542.95130230382
2539,152029.74225511972
1047,144703.96066668158
1445,126161.01908772775
541,132326.79725054046
569,206750.69337914005
1276,115490.20773476655
918,147084.9288662909
326,171243.32430658297
1936,132122.9456741894
895,95999.19702413965
257,137401.25917761022
1241,175667.84095866614
1545,126452.83003266939
1189,188483.00045915373
270,136298.75816321673
2066,175898.96557717066
693,107058.79452103343
1259,133444.37028793778
2916,161135.9677337249
2321,303827.85731105227
1977,98992.67432863399
1895,157478.552538498
1240,163738.31197062362
85,145810.86789765683
1823,120363.00967247147
825,313275.0925886674
110,227806.57886126213
697,111661.9982973446
2297,111462.48657221571
1231,132981.68403195444
1355,116777.44350945663
968,343163.34749054903
584,227807.2586838451
1315,115141.14792054768
1606,151556.28563041278
206,116817.87203195454
1685,332350.15162013285
2016,133121.96352993886
869,194991.82714966932
2135,122158.41749150492
2346,193159.8022318177
2430,222714.29895253386
2198,91928.82208419117
2652,125557.47507475667
27,111987.00911802377
241,178325.61151073882
906,114639.85724151527
1506,100701.95933260025
2098,354718.4037224876
1435,226033.53988683855
2213,113404.42641564007
1274,134554.4436212508
743,45835.26677953246
1737,204980.39760584585
2797,286484.05212547083
2185,66559.37264285985
58,170505.09122798944
830,205997.1199102188
808,111902.61984847429
680,137036.92709080028
1153,110199.69863038238
1291,129413.70551854616
1818,149722.18033010382
2161,180690.97448851765
1883,121515.19524046125
350,302783.005156031
2473,146472.60829231882
295,183874.63700717402
293,173237.3491116495
859,133867.27037916455
288,75938.41591216582
1578,137278.13099740478
102,163398.76297822365
2831,138000.7947079758
1030,166898.2260336358
2551,144435.4943911804
1286,147404.26714371095
958,316411.20731471083
776,129071.41085292387
72,217206.97963639422
2263,262133.07585989457
1866,145235.25600561188
2876,76104.24187731708
2146,248429.75411981615
103,163554.31351873482
1500,141383.31325883977
492,198925.18226467448
167,132462.56383808225
2597,115735.4694435804
2685,109832.48344054827
1035,164356.34886643116
1220,66347.10131168742
2602,153565.14142559867
2159,206410.2683756965
695,144113.5529915188
1109,251508.15043445321
640,191644.2021394992
1652,165715.53138137842
2090,192221.04247979465
1188,190992.71813930324
2345,260901.04057605902
1059,379823.29366672004
2751,226312.6908718278
128,182330.99796167278
1523,202715.06166756965
2925,184501.60214836127
2145,291019.0078789196
1121,223211.5155885254
566,220875.05389379893
565,243010.6063793053
1331,122927.38274684116
2928,122754.04336895123
156,146585.93337733566
797,131364.1115492695
327,96614.99322498997
2859,132949.45010259
1453,118530.80908869
1762,343953.0652050453
1868,223865.09536180043
1760,184095.52567767157
1113,265101.591225295
1812,183579.0241924228
117,156842.4497093247
1142,212359.66904897365
2342,387822.70750364533
927,132805.71999523998
2478,186735.44833173638
655,83864.95851126988
2064,123194.66613322627
369,253672.17215733003
2239,119897.617499454
2732,210669.84907416653
1653,173282.99738280266
959,207417.93419441022
2395,324315.4909729969
1412,108581.70987332247
271,276379.2240664463
1484,144011.6567002879
1497,145362.25420418778
552,163656.57310812327
2,125063.82532715469
1855,280149.2585274935
4,252578.43959134255
2292,162946.6529891935
134,137461.36776457942
646,111840.70744576419
42,298564.4918982348
532,220765.4248524758
713,92770.189433171
2561,126687.71801049724
2360,138109.48917205323
1333,115774.34923442203
1407,254892.60368215933
2892,317956.70077033667
574,211277.37536689886
1227,182761.8835632776
2591,210630.06670825166
1476,221437.2247230077
1125,253131.79394787905
1446,147003.54887620665
408,124047.07855614192
1101,303336.4057356037
2251,189349.57305447655
373,197335.6079478143
2554,120507.35201974474
2382,267176.63614020904
1985,86986.31541234264
519,229900.4257989621
1093,199644.7639813687
864,258321.57042184798
2889,144551.2804362894
2308,175193.46767808104
986,156778.64889995137
1302,137282.6799238115
585,159909.3751717156
2708,161220.93183138067
147,125798.43447256037
1441,236178.15670174363
383,188300.10799717196
285,153422.77447255488
181,118305.1482720509
358,188730.57646408168
780,153890.8929671979
258,200693.23090023122
1865,215221.50923385276
692,121835.07321770959
2902,330035.7822317425
508,257699.93704559637
2638,140909.12308737147
36,146960.59564637745
611,174389.81879259556
2281,140057.4969613197
1678,117225.65913703607
1696,403288.6776662889
1557,81673.60347750194
2180,160630.76243268387
1726,217785.79533502395
951,146332.18719537192
267,223698.59446567087
2706,133631.11973236554
2221,245901.1231632368
1357,174192.7512275904
2901,322944.26848026505
347,176995.43727633075
2164,199377.88735816441
1586,333343.9060875559
360,158986.95561544318
1769,242140.49500992784
2617,139563.46829062386
1879,162101.14084774096
991,223589.21090820542
1535,105167.86405278594
1191,156840.40640618306
1579,201487.14896240333
1882,118230.94750910743
1510,128987.07928958345
2196,174412.0174612504
1845,157775.2401645651
2336,362199.152204437
942,88454.90035914596
861,135395.18144418875
2555,116288.09540965775
1392,150614.6366163297
2099,267919.37531021866
1543,124732.67222720469
948,251215.62931384312
1239,179803.6364256211
22,202587.08968692177
2796,233742.22319063265
2747,177018.87526362963
92,277409.16421471426
210,172504.27794406126
1858,214392.8704118736
2228,172491.68112930976
447,214352.07648347513
827,253219.61034829146
1649,219934.3027978408
682,119534.65027291207
2698,110894.62223112896
494,170314.17868023243
214,80728.78364677021
2441,235811.40369778802
2679,109476.5873045984
1336,121356.80215569021
465,185624.16254706366
1524,127133.78453905329
2543,117053.75025559893
631,138144.18788624255
2452,309906.0695400729
228,158438.55105940477
126,186596.88583788386
1092,219806.45150351498
1122,196687.99244102123
932,202736.43349414293
1980,88355.83388307766
2171,111736.66236859291
551,162140.9213317638
2768,175134.4766246813
2056,111782.1977516642
1159,358174.413427635
2645,114098.49264552526
1174,162536.93167043352
2266,208408.76742211572
2462,379118.4574777252
1219,146322.08411890347
2922,192594.27458086162
118,145116.49350564124
474,175223.95622496275
2576,152510.13868761406
872,291358.0001710513
1077,216508.77355489956
1536,142231.54225314988
1150,125876.24531615479
2341,310778.3050942524
1931,148426.3866310466
2785,136018.84779577254
2538,127339.24500167677
597,219184.02417652812
464,169457.58105777047
233,234649.39451768846
2169,129187.59403377256
2123,174413.69949426793
1867,176975.27145362456
137,259877.08569248833
515,231255.52968004358
933,118772.7027493641
2784,172275.72050876147
972,169563.70362891638
599,164471.69029572952
2614,122631.43986876235
2582,143681.00253814962
1409,165270.0043281959
175,104848.13519737145
352,220920.4661153463
976,102018.0691860543
2134,194021.38454224417
984,110065.82294796137
2396,375973.7940311807
1673,142856.70427092072
404,118153.69304310772
607,174031.71135014694
814,167457.70310662306
868,183998.07547765636
2271,191738.41530934398
1633,203392.99050749998
337,173484.92450757735
2765,187666.53364381148
1746,263323.7978208395
368,300648.8058236155
2806,212155.81949092084
1662,196072.58392334016
1234,225933.81862600354
1373,125416.89341507862
1672,111906.42718426831
1939,124041.87475274767
